x,y,delme,B
-0.380,126.990,0.000,-0.509
0.420,126.990,0.000,-0.736
1.220,126.990,0.000,-1.103
2.020,126.990,0.000,-1.530
2.820,126.990,0.000,-0.098
3.620,126.990,0.000,3.950
4.420,126.990,0.000,6.369
5.220,126.990,0.000,3.244
6.020,126.990,0.000,-0.790
6.820,126.990,0.000,-1.647
7.620,126.990,0.000,-1.081
8.420,126.990,0.000,-0.700
9.220,126.990,0.000,-0.488
-1.180,127.990,0.000,-0.372
-0.380,127.990,0.000,-0.510
0.420,127.990,0.000,-0.730
1.220,127.990,0.000,-1.101
2.020,127.990,0.000,-1.428
2.820,127.990,0.000,0.495
3.620,127.990,0.000,4.312
4.420,127.990,0.000,6.358
5.220,127.990,0.000,3.326
6.020,127.990,0.000,-0.791
6.820,127.990,0.000,-1.641
7.620,127.990,0.000,-1.067
8.420,127.990,0.000,-0.705
9.220,127.990,0.000,-0.499
-1.180,128.990,0.000,-0.368
-0.380,128.990,0.000,-0.503
0.420,128.990,0.000,-0.735
1.220,128.990,0.000,-1.104
2.020,128.990,0.000,-1.461
2.820,128.990,0.000,0.053
3.620,128.990,0.000,3.594
4.420,128.990,0.000,6.330
5.220,128.990,0.000,3.398
6.020,128.990,0.000,-0.806
6.820,128.990,0.000,-1.632
7.620,128.990,0.000,-1.067
8.420,128.990,0.000,-0.693
9.220,128.990,0.000,-0.481
-1.180,129.990,0.000,-0.365
-0.380,129.990,0.000,-0.497
0.420,129.990,0.000,-0.723
1.220,129.990,0.000,-1.101
2.020,129.990,0.000,-1.482
2.820,129.990,0.000,0.064
3.620,129.990,0.000,3.722
4.420,129.990,0.000,5.915
5.220,129.990,0.000,3.234
6.020,129.990,0.000,-0.761
6.820,129.990,0.000,-1.623
7.620,129.990,0.000,-1.058
8.420,129.990,0.000,-0.694
9.220,129.990,0.000,-0.478
-1.180,130.990,0.000,-0.354
-0.380,130.990,0.000,-0.491
0.420,130.990,0.000,-0.723
1.220,130.990,0.000,-1.097
2.020,130.990,0.000,-1.433
2.820,130.990,0.000,0.508
3.620,130.990,0.000,4.585
4.420,130.990,0.000,6.715
5.220,130.990,0.000,3.776
6.020,130.990,0.000,-0.548
6.820,130.990,0.000,-1.635
7.620,130.990,0.000,-1.072
8.420,130.990,0.000,-0.697
9.220,130.990,0.000,-0.481
-1.180,131.990,0.000,-0.353
-0.380,131.990,0.000,-0.488
0.420,131.990,0.000,-0.713
1.220,131.990,0.000,-1.089
2.020,131.990,0.000,-1.463
2.820,131.990,0.000,0.102
3.620,131.990,0.000,3.729
4.420,131.990,0.000,6.743
5.220,131.990,0.000,3.916
6.020,131.990,0.000,-0.497
6.820,131.990,0.000,-1.639
7.620,131.990,0.000,-1.071
8.420,131.990,0.000,-0.688
9.220,131.990,0.000,-0.469
-1.180,132.990,0.000,-0.345
-0.380,132.990,0.000,-0.478
0.420,132.990,0.000,-0.699
1.220,132.990,0.000,-1.071
2.020,132.990,0.000,-1.500
2.820,132.990,0.000,-0.023
3.620,132.990,0.000,3.861
4.420,132.990,0.000,6.822
5.220,132.990,0.000,4.007
6.020,132.990,0.000,-0.448
6.820,132.990,0.000,-1.628
7.620,132.990,0.000,-1.061
8.420,132.990,0.000,-0.686
9.220,132.990,0.000,-0.466
-1.180,133.990,0.000,-0.333
-0.380,133.990,0.000,-0.462
0.420,133.990,0.000,-0.682
1.220,133.990,0.000,-1.059
2.020,133.990,0.000,-1.412
2.820,133.990,0.000,0.399
3.620,133.990,0.000,4.436
4.420,133.990,0.000,7.058
5.220,133.990,0.000,3.963
6.020,133.990,0.000,-0.352
6.820,133.990,0.000,-1.583
7.620,133.990,0.000,-1.045
8.420,133.990,0.000,-0.658
9.220,133.990,0.000,-0.454
-1.180,134.990,0.000,-0.319
-0.380,134.990,0.000,-0.440
0.420,134.990,0.000,-0.654
1.220,134.990,0.000,-1.017
2.020,134.990,0.000,-1.498
2.820,134.990,0.000,-0.457
3.620,134.990,0.000,3.294
4.420,134.990,0.000,6.147
5.220,134.990,0.000,3.133
6.020,134.990,0.000,-0.844
6.820,134.990,0.000,-1.590
7.620,134.990,0.000,-1.013
8.420,134.990,0.000,-0.635
9.220,134.990,0.000,-0.440
-1.180,135.990,0.000,-0.296
-0.380,135.990,0.000,-0.416
0.420,135.990,0.000,-0.613
1.220,135.990,0.000,-0.961
2.020,135.990,0.000,-1.442
2.820,135.990,0.000,-0.230
3.620,135.990,0.000,4.079
4.420,135.990,0.000,7.133
5.220,135.990,0.000,4.189
6.020,135.990,0.000,-0.212
6.820,135.990,0.000,-1.477
7.620,135.990,0.000,-0.964
8.420,135.990,0.000,-0.608
9.220,135.990,0.000,-0.406
-1.180,136.990,0.000,-0.276
-0.380,136.990,0.000,-0.384
0.420,136.990,0.000,-0.571
1.220,136.990,0.000,-0.898
2.020,136.990,0.000,-1.215
2.820,136.990,0.000,0.870
3.620,136.990,0.000,5.470
4.420,136.990,0.000,7.866
5.220,136.990,0.000,4.580
6.020,136.990,0.000,0.041
6.820,136.990,0.000,-1.343
7.620,136.990,0.000,-0.880
8.420,136.990,0.000,-0.541
9.220,136.990,0.000,-0.369
-1.180,137.990,0.000,-0.247
-0.380,137.990,0.000,-0.340
0.420,137.990,0.000,-0.492
1.220,137.990,0.000,-0.763
2.020,137.990,0.000,-0.959
2.820,137.990,0.000,1.382
3.620,137.990,0.000,5.073
4.420,137.990,0.000,5.892
5.220,137.990,0.000,4.294
6.020,137.990,0.000,0.529
6.820,137.990,0.000,-1.102
7.620,137.990,0.000,-0.745
8.420,137.990,0.000,-0.475
9.220,137.990,0.000,-0.324
-1.180,138.990,0.000,-0.216
-0.380,138.990,0.000,-0.277
0.420,138.990,0.000,-0.402
1.220,138.990,0.000,-0.585
2.020,138.990,0.000,-0.722
2.820,138.990,0.000,0.261
3.620,138.990,0.000,0.603
4.420,138.990,0.000,0.556
5.220,138.990,0.000,0.706
6.020,138.990,0.000,0.098
6.820,138.990,0.000,-0.804
7.620,138.990,0.000,-0.578
8.420,138.990,0.000,-0.389
9.220,138.990,0.000,-0.277
-1.180,139.990,0.000,-0.196
-0.380,139.990,0.000,-0.233
0.420,139.990,0.000,-0.313
1.220,139.990,0.000,-0.419
2.020,139.990,0.000,-0.572
2.820,139.990,0.000,-0.729
3.620,139.990,0.000,-0.907
4.420,139.990,0.000,-0.976
5.220,139.990,0.000,-0.885
6.020,139.990,0.000,-0.727
6.820,139.990,0.000,-0.569
7.620,139.990,0.000,-0.410
8.420,139.990,0.000,-0.300
9.220,139.990,0.000,-0.224
-1.180,140.990,0.000,-0.161
-0.380,140.990,0.000,-0.195
0.420,140.990,0.000,-0.235
1.220,140.990,0.000,-0.300
2.020,140.990,0.000,-0.367
2.820,140.990,0.000,-0.443
3.620,140.990,0.000,-0.508
4.420,140.990,0.000,-0.529
5.220,140.990,0.000,-0.508
6.020,140.990,0.000,-0.442
6.820,140.990,0.000,-0.368
7.620,140.990,0.000,-0.290
8.420,140.990,0.000,-0.229
9.220,140.990,0.000,-0.188
-1.180,141.990,0.000,-0.142
-0.380,141.990,0.000,-0.163
0.420,141.990,0.000,-0.193
1.220,141.990,0.000,-0.235
2.020,141.990,0.000,-0.260
2.820,141.990,0.000,-0.300
3.620,141.990,0.000,-0.319
4.420,141.990,0.000,-0.334
5.220,141.990,0.000,-0.318
6.020,141.990,0.000,-0.295
6.820,141.990,0.000,-0.266
7.620,141.990,0.000,-0.221
8.420,141.990,0.000,-0.192
9.220,141.990,0.000,-0.164
-1.180,142.990,0.000,-0.132
-0.380,142.990,0.000,-0.157
0.420,142.990,0.000,-0.169
1.220,142.990,0.000,-0.203
2.020,142.990,0.000,-0.218
2.820,142.990,0.000,-0.238
3.620,142.990,0.000,-0.255
4.420,142.990,0.000,-0.265
5.220,142.990,0.000,-0.262
6.020,142.990,0.000,-0.241
6.820,142.990,0.000,-0.221
7.620,142.990,0.000,-0.197
8.420,142.990,0.000,-0.175
9.220,142.990,0.000,-0.155
-1.180,143.990,0.000,-0.129
-0.380,143.990,0.000,-0.148
0.420,143.990,0.000,-0.170
1.220,143.990,0.000,-0.187
2.020,143.990,0.000,-0.225
2.820,143.990,0.000,-0.237
3.620,143.990,0.000,-0.257
4.420,143.990,0.000,-0.259
5.220,143.990,0.000,-0.255
6.020,143.990,0.000,-0.247
6.820,143.990,0.000,-0.230
7.620,143.990,0.000,-0.206
8.420,143.990,0.000,-0.185
9.220,143.990,0.000,-0.153
