I,U,delme
5.12950E+1,-3.42267E-8,4.83570E-3
5.11700E+1,-5.03329E-8,4.82260E-3
5.10450E+1,-4.32863E-8,4.80950E-3
5.09200E+1,-5.38564E-8,4.79640E-3
5.07950E+1,-3.07033E-8,4.78350E-3
5.06700E+1,-2.56701E-8,4.77070E-3
5.05450E+1,-3.82534E-8,4.75800E-3
5.04200E+1,-5.28499E-8,4.74490E-3
5.02950E+1,-1.61070E-8,4.73230E-3
5.01700E+1,-3.27168E-8,4.71960E-3
5.00450E+1,-3.57364E-8,4.70620E-3
4.99200E+1,-4.32863E-8,4.69370E-3
4.97950E+1,-1.61067E-8,4.68120E-3
4.96700E+1,-1.81200E-8,4.66820E-3
4.95450E+1,-3.01999E-8,4.65600E-3
4.94200E+1,-3.57365E-8,4.64310E-3
4.92950E+1,-2.51667E-8,4.63010E-3
4.91700E+1,-4.42934E-8,4.61740E-3
4.90450E+1,-3.87568E-8,4.60490E-3
4.89200E+1,-3.77502E-8,4.59250E-3
4.87950E+1,-5.08367E-8,4.57950E-3
4.86700E+1,-2.86898E-8,4.56690E-3
4.85450E+1,-4.07696E-8,4.55450E-3
4.84200E+1,-3.17097E-8,4.54120E-3
4.82950E+1,-3.42263E-8,4.52810E-3
4.81700E+1,-4.27828E-8,4.51570E-3
4.80450E+1,-3.27164E-8,4.50360E-3
4.79200E+1,-2.71798E-8,4.49010E-3
4.77950E+1,-4.22798E-8,4.47720E-3
4.76700E+1,-2.56701E-8,4.46420E-3
4.75450E+1,-3.42266E-8,4.45140E-3
4.74200E+1,-4.63064E-8,4.44000E-3
4.72950E+1,-4.17764E-8,4.42670E-3
4.71700E+1,-3.92597E-8,4.41350E-3
4.68575E+1,-4.12730E-8,4.38230E-3
4.65450E+1,-4.47960E-8,4.35130E-3
4.62325E+1,-2.71796E-8,4.32030E-3
4.59200E+1,-2.71797E-8,4.28970E-3
4.56075E+1,-4.17762E-8,4.25810E-3
4.52950E+1,-3.82528E-8,4.22750E-3
4.49825E+1,-4.27827E-8,4.19660E-3
4.46700E+1,-2.76829E-8,4.16560E-3
4.43575E+1,-2.26497E-8,4.13420E-3
4.40450E+1,-2.96964E-8,4.10320E-3
4.37325E+1,-3.12063E-8,4.07270E-3
4.34200E+1,-4.42928E-8,4.04130E-3
4.31075E+1,-3.52331E-8,4.01080E-3
4.27950E+1,-3.17098E-8,3.98020E-3
4.24825E+1,-3.42265E-8,3.94960E-3
4.21700E+1,-3.32198E-8,3.91880E-3
4.18575E+1,-3.72465E-8,3.88830E-3
4.15450E+1,-3.12066E-8,3.85690E-3
4.12325E+1,-2.51663E-8,3.82640E-3
4.09200E+1,-3.67429E-8,3.79610E-3
4.06075E+1,-3.27163E-8,3.76500E-3
4.02950E+1,-4.12729E-8,3.73530E-3
3.99825E+1,-4.02662E-8,3.70460E-3
3.96700E+1,-4.73130E-8,3.67420E-3
3.93575E+1,-2.36566E-8,3.64320E-3
3.90450E+1,-2.41606E-8,3.61250E-3
3.87325E+1,-4.42936E-8,3.58220E-3
3.84200E+1,-4.27837E-8,3.55170E-3
3.81075E+1,-4.73135E-8,3.52120E-3
3.77950E+1,-3.82536E-8,3.49070E-3
3.74825E+1,-2.76838E-8,3.46050E-3
3.71700E+1,-3.37237E-8,3.43010E-3
3.68575E+1,-4.07699E-8,3.40020E-3
3.65450E+1,-3.67433E-8,3.36960E-3
3.62325E+1,-2.91931E-8,3.33960E-3
3.59200E+1,-3.17098E-8,3.30900E-3
3.56075E+1,-3.82529E-8,3.27890E-3
3.52950E+1,-4.58028E-8,3.24900E-3
3.49825E+1,-2.71799E-8,3.21860E-3
3.46700E+1,-2.76836E-8,3.18900E-3
3.43575E+1,-2.71802E-8,3.15880E-3
3.40450E+1,-3.42268E-8,3.12920E-3
3.37325E+1,-3.47301E-8,3.09860E-3
3.34200E+1,-3.52338E-8,3.06850E-3
3.31075E+1,-3.57371E-8,3.03850E-3
3.27950E+1,-2.56703E-8,3.00890E-3
3.24825E+1,-2.76836E-8,2.97880E-3
3.21700E+1,-3.92602E-8,2.94880E-3
3.18575E+1,-2.91937E-8,2.91980E-3
3.15450E+1,-2.61737E-8,2.89000E-3
3.12325E+1,-3.02001E-8,2.86060E-3
3.09200E+1,-1.61069E-8,2.83070E-3
3.06075E+1,-4.22798E-8,2.80150E-3
3.02950E+1,-5.58696E-8,2.77130E-3
2.99825E+1,-4.42929E-8,2.74140E-3
2.96700E+1,-3.37231E-8,2.71190E-3
2.93575E+1,-1.96300E-8,2.68200E-3
2.90450E+1,-2.86899E-8,2.65260E-3
2.87325E+1,-3.77501E-8,2.62270E-3
2.84200E+1,-2.91936E-8,2.59330E-3
2.81075E+1,-3.22135E-8,2.56410E-3
2.77950E+1,-3.17102E-8,2.53480E-3
2.74825E+1,-3.47301E-8,2.50520E-3
2.71700E+1,-4.07700E-8,2.47580E-3
2.68575E+1,-3.02001E-8,2.44640E-3
2.65450E+1,-3.57366E-8,2.41690E-3
2.62325E+1,-2.76834E-8,2.38780E-3
2.59200E+1,-2.81866E-8,2.35850E-3
2.56075E+1,-3.72465E-8,2.32920E-3
2.52950E+1,-3.47299E-8,2.30000E-3
2.49825E+1,-1.61070E-8,2.27140E-3
2.46700E+1,-3.67434E-8,2.24210E-3
2.43575E+1,-2.76837E-8,2.21260E-3
2.40450E+1,-3.52336E-8,2.18320E-3
2.37325E+1,-4.78167E-8,2.15400E-3
2.34200E+1,-2.21470E-8,2.12520E-3
2.31075E+1,-2.41603E-8,2.09620E-3
2.27950E+1,-3.57368E-8,2.06740E-3
2.24825E+1,-3.82530E-8,2.03830E-3
2.21700E+1,-2.56696E-8,2.00920E-3
2.18575E+1,-3.32196E-8,1.98040E-3
2.15450E+1,-3.47299E-8,1.95150E-3
2.12325E+1,-3.17099E-8,1.92240E-3
2.09200E+1,-2.41603E-8,1.89350E-3
2.06075E+1,-3.07035E-8,1.86560E-3
2.02950E+1,-4.17766E-8,1.83650E-3
1.99825E+1,-2.66768E-8,1.80750E-3
1.96700E+1,-3.42263E-8,1.77840E-3
1.93575E+1,-3.47294E-8,1.74890E-3
1.90450E+1,-3.92593E-8,1.72020E-3
1.87325E+1,-3.47292E-8,1.69150E-3
1.84200E+1,-3.17092E-8,1.66340E-3
1.81075E+1,-3.62395E-8,1.63510E-3
1.77950E+1,-2.71796E-8,1.60650E-3
1.74825E+1,-3.57365E-8,1.57760E-3
1.71700E+1,-2.71800E-8,1.54930E-3
1.68575E+1,-3.07035E-8,1.52120E-3
1.65450E+1,-1.96303E-8,1.49190E-3
1.62325E+1,-2.76835E-8,1.46390E-3
1.59200E+1,-4.98297E-8,1.43530E-3
1.56075E+1,-2.16435E-8,1.40700E-3
1.52950E+1,-4.22797E-8,1.37830E-3
1.49825E+1,-3.47298E-8,1.34970E-3
1.46700E+1,-2.81866E-8,1.32100E-3
1.43575E+1,-3.92597E-8,1.29290E-3
1.40450E+1,-3.82528E-8,1.26440E-3
1.37325E+1,-3.12063E-8,1.23530E-3
1.34200E+1,-4.22795E-8,1.20660E-3
1.31075E+1,-3.27166E-8,1.17800E-3
1.27950E+1,-2.66767E-8,1.14990E-3
1.24825E+1,-4.02666E-8,1.12140E-3
1.21700E+1,-3.87566E-8,1.09340E-3
1.18575E+1,-2.81872E-8,1.06520E-3
1.15450E+1,-2.91938E-8,1.03690E-3
1.12325E+1,-3.37237E-8,1.00860E-3
1.09200E+1,-3.32204E-8,9.79900E-4
1.06075E+1,-3.67433E-8,9.51900E-4
1.02950E+1,-3.12067E-8,9.23300E-4
9.98250E+0,-4.22799E-8,8.95400E-4
9.67000E+0,-3.97632E-8,8.67000E-4
9.35750E+0,-3.97632E-8,8.39100E-4
9.04500E+0,-4.02666E-8,8.10500E-4
8.73250E+0,-2.31535E-8,7.82700E-4
8.42000E+0,-4.17765E-8,7.54300E-4
8.10750E+0,-3.67432E-8,7.26000E-4
7.79500E+0,-1.66101E-8,6.98100E-4
7.48250E+0,-2.66766E-8,6.69600E-4
7.17000E+0,-4.07697E-8,6.42000E-4
6.85750E+0,-4.63063E-8,6.14400E-4
6.54500E+0,-3.42264E-8,5.86100E-4
6.23250E+0,-3.47299E-8,5.57600E-4
5.92000E+0,-4.32865E-8,5.29800E-4
5.60750E+0,-3.47298E-8,5.01600E-4
5.29500E+0,-2.21466E-8,4.73100E-4
4.98250E+0,-4.63062E-8,4.45400E-4
4.67000E+0,-5.48628E-8,4.17700E-4
4.35750E+0,-3.17100E-8,3.89900E-4
4.04500E+0,-2.71801E-8,3.61600E-4
3.73250E+0,-3.92598E-8,3.33600E-4
3.42000E+0,-4.88231E-8,3.05400E-4
3.10750E+0,-3.37233E-8,2.77900E-4
2.79500E+0,-3.62401E-8,2.50000E-4
2.48250E+0,-3.87567E-8,2.21400E-4
2.17000E+0,-4.73129E-8,1.93500E-4
1.85750E+0,-2.81865E-8,1.65800E-4
1.54500E+0,-2.36568E-8,1.37900E-4
1.23250E+0,-3.57367E-8,1.10100E-4
9.20000E-1,-2.41599E-8,8.23000E-5
6.07500E-1,-3.82530E-8,5.44000E-5
2.95000E-1,-3.57363E-8,2.67000E-5
0.00000E+0,-3.12066E-8,3.70000E-6
0.00000E+0,-1.91268E-8,3.80000E-6
0.00000E+0,-4.58027E-8,4.30000E-6
0.00000E+0,-2.86896E-8,4.30000E-6
0.00000E+0,-2.91930E-8,4.40000E-6
0.00000E+0,-3.47300E-8,4.40000E-6
